SubID,subject,correct,total_trials,trial_type,condition,trial_type_non_rec,condition_non_rec,probe_type,sub_idx
6576642,128,0,1,0.5,-1,2,1,0.5,117
6576935,129,1,1,-0.5,-1,1,1,-0.5,118
6576935,129,1,1,0.5,-1,2,1,-0.5,118
6576935,129,0,1,-0.5,-1,1,1,0.5,118
6576935,129,1,1,0.5,-1,2,1,0.5,118
6577354,130,1,1,-0.5,-1,1,1,-0.5,119
6577354,130,0,1,0.5,-1,2,1,-0.5,119
6577354,130,1,1,-0.5,-1,1,1,0.5,119
6577354,130,0,1,0.5,-1,2,1,0.5,119
6577335,131,0,1,-0.5,-1,1,1,-0.5,120
6577335,131,1,1,0.5,-1,2,1,-0.5,120
6577335,131,0,1,-0.5,-1,1,1,0.5,120
6577335,131,1,1,0.5,-1,2,1,0.5,120
6577339,132,0,1,-0.5,-1,1,1,-0.5,121
6577339,132,1,1,0.5,-1,2,1,-0.5,121
6577339,132,0,1,-0.5,-1,1,1,0.5,121
6577339,132,0,1,0.5,-1,2,1,0.5,121
6577733,133,0,1,-0.5,-1,1,1,-0.5,122
6577733,133,1,1,0.5,-1,2,1,-0.5,122
6577733,133,0,1,-0.5,-1,1,1,0.5,122
6577733,133,1,1,0.5,-1,2,1,0.5,122
6581414,134,1,1,-0.5,-1,1,1,-0.5,123
6581414,134,0,1,0.5,-1,2,1,-0.5,123
6581414,134,0,1,-0.5,-1,1,1,0.5,123
6581414,134,1,1,0.5,-1,2,1,0.5,123
6581435,135,1,1,-0.5,-1,1,1,-0.5,124
6581435,135,1,1,0.5,-1,2,1,-0.5,124
6581435,135,1,1,-0.5,-1,1,1,0.5,124
6581435,135,1,1,0.5,-1,2,1,0.5,124
6581440,136,1,1,-0.5,-1,1,1,-0.5,125
6581440,136,0,1,0.5,-1,2,1,-0.5,125
6581440,136,1,1,-0.5,-1,1,1,0.5,125
6581440,136,1,1,0.5,-1,2,1,0.5,125
6581656,137,0,1,-0.5,-1,1,1,-0.5,126
6581656,137,1,1,0.5,-1,2,1,-0.5,126
